ID,Decision,Build_Selfcon,Tier,Accommodation_Class,Loan_Type,Gender,Employment_Type,Doc_Proof_Inc,Marital_Status,Employer_Type,Education_Class,Mode_of_origin_class,eom_25,OldEmi_d,BankSave_d,Age,YrsAdd,YrsJob,Expen,TotInc,DispInc,MarVal,OldEmi,LoanReq,Term,Dwnpay,BankSave,CalcEmi,IIR,IAR,FOIR,LTV,LVR
SRT-C99M-563271,1,Self Contruction,2,Rented,Home_Loan,Female,Salaried,Y,Unmarried,Ind/SmallBus,U10,Reference,0,1,0,27,1,9,10182,14894,4711,731707,1446,300000,180,155000,0,4617.009765999999,30.99912559,98.00487722,40.70773308,41.00001777,66.0
VAD-5J6R-557910,0,Self Contruction,2,Rented,Home_Loan,Female,Self_Employed,N,Married,Business,UNDERGRADUATE,Others,0,0,0,23,6,4,7068,14894,7825,1500000,0,300000,180,1200000,0,4617.009765999999,30.99912559,59.00331969,30.99912559,20.0,20.0
SRT-97RW-722609,1,Self Contruction,2,Rented,Home_Loan,Female,Self_Employed,N,Married,Ind/SmallBus,U10,Reference,1,0,0,31,18,3,15076,30780,15704,909091,0,500000,180,343000,0,7695.02002,25.00006504,49.00038219,25.00006504,54.99999449999999,59.0
SHB-5U1A-894566,1,Self Contruction,3,Rented,Home_Loan,Female,Self_Employed,N,Married,Business,UNDERGRADUATE,Reference,0,0,1,33,2,10,14730,22340,7610,1000000,0,450000,180,550000,1000000,6925.52002,31.00053724,91.00551931,31.00053724,45.0,45.0
DEL-0W46-595387,1,Self Contruction,1,Rented,Home_Loan,Male,Salaried,N,Married,Govt,U10,Others,0,0,0,55,5,33,13822,24514,10692,1000000,0,600000,120,400000,0,10050.79004,41.00020412,94.00289973,41.00020412,60.0,0.0
SHB-EWN4-646905,0,Self Contruction,3,Non_Rented,Home_Loan,Female,Salaried,Y,Married,Corporate,GRADUATE+,Own database field visit,0,0,0,29,1,1,8728,19950,11222,1000000,0,700000,180,300000,0,10773.030270000001,54.00015175,95.99920044,54.00015175,70.0,70.0
SHB-F8B9-515405,0,Self Contruction,3,Non_Rented,Home_Loan,Female,Self_Employed,N,Married,Business,GRADUATE+,Reference,0,0,0,39,9,12,4883,24957,20074,1000000,0,600000,180,400000,0,9234.030273,36.99976068,45.99995155,36.99976068,60.0,60.0
FBD-PB3H-736395,1,Self Contruction,2,Non_Rented,Home_Loan,Female,Self_Employed,N,Married,Business,U10,Reference,1,1,0,45,40,5,13222,30221,16999,1111111,6519,500000,144,600000,0,8159.609863,26.99980101,48.00052864,48.57089396,45.000004499999996,45.0
UJN-Y692-758403,1,Self Contruction,3,Rented,Home_Loan,Female,Self_Employed,N,Married,Business,GRADUATE+,Reference,1,0,0,48,5,16,11172,32400,21228,1159420,0,800000,180,355900,0,12312.030270000001,38.00009344,57.99901203,38.00009344,69.00001725,66.0
DEL-5XPK-732056,0,Self Contruction,1,Rented,Home_Loan,Female,Salaried,Y,Unmarried,Ind/SmallBus,U10,Others,0,0,0,28,2,5,9842,38475,28633,1038961,0,800000,180,200000,0,12312.030270000001,32.00007868,42.99944216,32.00007868,77.00000289,80.0
DEL-FTIE-620489,0,Self Contruction,1,Non_Rented,Home_Loan,Female,Self_Employed,N,Married,Business,U10,Reference,1,0,0,47,12,16,6983,20250,13267,2000000,0,500000,180,1500000,0,7695.02002,38.00009886,58.00120615,38.00009886,25.0,25.0
MDG-8541-517753,1,Self Contruction,3,Rented,Home_Loan,Female,Salaried,Y,Married,Corporate,UNDERGRADUATE,Reference,0,0,0,46,7,5,8261,25127,16866,1568627,0,800000,180,0,0,12312.030270000001,48.99920513,72.99911226,48.99920513,51.00001466,51.0
SHB-211F-648221,1,Self Contruction,3,Non_Rented,Home_Loan,Female,Salaried,N,Married,Corporate,GRADUATE+,Others,0,0,1,40,23,15,5787,12478,6691,1428571,0,300000,180,170000,16000,4617.009765999999,37.00120024,69.00328449999999,37.00120024,21.0000063,64.0
GUJ-GU3P-732365,1,Self Contruction,1,Rented,Home_Loan,Female,Salaried,Y,Married,Corporate,UNDERGRADUATE,Others,0,0,0,29,1,3,7645,13991,6346,1250000,0,400000,180,100000,0,6156.02002,43.99985719,97.00630349,43.99985719,32.0,80.0
BHP-L60P-864808,1,Self Contruction,2,Rented,Home_Loan,Female,Self_Employed,N,Married,Business,U10,Reference,1,0,0,40,5,15,15885,28500,12615,2777778,0,500000,180,164000,0,7695.02002,27.00007024,60.99896964,27.00007024,17.99999856,35.0
GUJ-8572-642271,1,Self Contruction,1,Rented,Home_Loan,Female,Self_Employed,N,Married,Business,UNDERGRADUATE,Reference,0,0,0,32,2,0,13084,25054,11970,1944444,0,700000,180,100000,0,10773.030270000001,42.99924273,90.00025291,42.99924273,36.00000823,88.0
SRT-2V0I-730097,1,Self Contruction,2,Non_Rented,Home_Loan,Female,Self_Employed,N,Married,Business,UNDERGRADUATE,Reference,0,0,0,38,15,20,10252,64927,54675,3970588,0,675000,180,225000,0,10388.280270000001,15.99993881,19.00005537,15.99993881,17.00000101,75.0
SHB-8W5I-548552,1,Self Contruction,3,Rented,Home_Loan,Female,Salaried,N,Married,Corporate,GRADUATE+,Reference,0,0,1,42,6,15,15303,23318,8016,1000000,0,500000,180,130000,40000,7695.02002,33.00034317,95.99575873,33.00034317,50.0,79.0
FBD-HK8G-934433,0,Self Contruction,2,Non_Rented,Home_Loan,Female,Salaried,N,Married,Corporate,U10,Own database field visit,0,0,0,33,11,5,6110,29787,23677,2222222,0,600000,180,1632500,0,9234.030273,31.00020235,39.00000115,31.00020235,27.0000027,27.0
GUJ-6KU0-932540,0,Self Contruction,1,Rented,Home_Loan,Female,Salaried,Y,Married,Ind/SmallBus,U10,Reference,0,0,0,43,7,8,6554,18768,12214,806452,0,500000,180,300000,0,7695.02002,41.00074605,63.00163763,41.00074605,61.99997024,62.0
PUN-1144-543982,1,Self Contruction,2,Rented,Home_Loan,Female,Salaried,Y,Married,Corporate,GRADUATE+,Reference,0,0,0,30,1,1,6464,19391,12928,1431818,0,630000,180,787000,0,9695.730469,50.00118853,74.99791514,50.00118853,44.00000559,44.0
SHB-XZ4E-923889,0,Self Contruction,3,Non_Rented,Home_Loan,Female,Salaried,N,Married,Corporate,U10,Reference,0,1,1,41,15,4,11299,19159,7860,789474,2573,300000,84,500000,20000,6130.740234000001,31.9992705,77.99923962,45.42899021,37.9999848,38.0
DEL-7XK4-806222,1,Self Contruction,1,Rented,Home_Loan,Female,Self_Employed,N,Married,Business,U10,Reference,1,0,0,30,10,0,14643,34558,19915,1509434,0,800000,180,850000,0,11749.61035,33.99968271,58.99879664,33.99968271,52.99999868,48.0
AMR-ED1I-552779,1,Self Contruction,2,Non_Rented,Home_Improvement,Female,Self_Employed,N,Unmarried,Business,UNDERGRADUATE,Reference,0,0,0,22,20,2,11533,24027,12494,1666667,0,400000,84,1600000,0,9370.379883,38.99937521,74.99903859999999,38.99937521,23.9999952,72.0
DEL-IKA4-871989,0,Self Contruction,1,Non_Rented,Home_Loan,Female,Salaried,Y,Married,Ind/SmallBus,GRADUATE+,Reference,0,0,0,49,10,15,23982,42750,18768,1492537,0,1000000,180,500000,0,15390.04004,36.00009366,82.00149211,36.00009366,67.00001407,67.0
MDG-3E54-675901,1,Self Contruction,3,Rented,Home_Loan,Female,Salaried,Y,Married,Govt,U10,Reference,0,0,0,45,2,14,9248,17100,7852,892857,0,500000,180,200000,0,7695.02002,45.00011707,98.00076439,45.00011707,56.00000896,71.0
GUJ-QCVF-981432,1,Self Contruction,1,Non_Rented,Home_Loan,Female,Salaried,Y,Married,Govt,U10,Reference,0,0,1,32,30,5,9585,22364,12780,858974,0,670000,180,255000,9072,9840.290039,44.00058147,76.99757464,44.00058147,78.00003259999998,72.0
FBD-9Q66-554570,1,Self Contruction,2,Rented,Home_Loan,Female,Self_Employed,Y,Married,Business,GRADUATE+,Own database field visit,0,0,0,36,10,11,15323,29314,13991,1025641,0,800000,180,200000,0,12312.030270000001,42.00051263,87.99964458,42.00051263,78.00000195,80.0
DEL-L7M1-638833,1,Self Contruction,1,Non_Rented,Home_Loan,Female,Self_Employed,N,Married,Business,GRADUATE+,Others,0,0,0,33,3,4,12590,30127,17537,3478261,0,800000,180,200000,0,11749.61035,39.00026671,66.99897560000001,39.00026671,22.99999914,80.0
CHN-T21O-866226,0,Self Contruction,3,Non_Rented,Home_Loan,Female,Self_Employed,N,Married,Business,U10,Reference,0,1,0,26,6,7,19403,45736,26333,1315789,9390,500000,120,800000,0,8689.879883,19.0000872,32.99996158,39.53096004,38.00001368,38.0
MDG-X8S3-660955,1,Self Contruction,3,Rented,Home_Loan,Female,Salaried,Y,Unmarried,Corporate,UNDERGRADUATE,Reference,0,0,0,24,3,4,9664,23085,13422,1500000,0,750000,180,250000,0,11542.530270000001,50.00013114,85.99709636,50.00013114,50.0,75.0
SRT-2G9T-731594,1,Self Contruction,2,Rented,Home_Loan,Female,Salaried,N,Married,Ind/SmallBus,GRADUATE+,Reference,0,0,0,30,3,3,6872,16372,9500,724638,0,500000,180,290000,0,7695.02002,47.00109956,81.00021073,47.00109956,68.99996964,63.0
SRT-355H-920893,1,Self Contruction,2,Non_Rented,Home_Loan,Female,Self_Employed,N,Married,Business,U10,Reference,0,0,0,34,1,12,11681,29787,18106,1395349,0,600000,180,250000,0,9234.030273,31.00020235,50.99983582,31.00020235,42.99999498,71.0
RAJ-D0AC-853334,1,Self Contruction,2,Non_Rented,Home_Loan,Male,Self_Employed,N,Married,Business,U10,Reference,0,0,0,51,10,6,7958,15740,7781,1500000,0,450000,180,150000,0,6925.52002,43.99949186,89.00552653,43.99949186,30.0,75.0
RAJ-8D7T-714229,1,Self Contruction,2,Rented,Home_Loan,Female,Salaried,N,Married,Ind/SmallBus,UNDERGRADUATE,Others,0,0,0,23,7,2,14585,31685,17100,1000000,0,700000,180,300000,0,10773.030270000001,34.00041115,63.00017704,34.00041115,70.0,70.0
SHB-A3BT-594323,1,Self Contruction,3,Rented,Home_Loan,Male,Salaried,N,Married,Corporate,GRADUATE+,Own database field visit,0,0,1,43,3,3,13928,39695,25767,1285714,0,900000,144,500000,600000,14687.30957,37.00040199,57.00046404,37.00040199,70.00001556,75.0
RAJ-G9PQ-653809,1,Self Contruction,2,Rented,Home_Loan,Female,Self_Employed,N,Married,Business,UNDERGRADUATE,Reference,0,0,0,43,20,18,9108,14963,5855,700000,0,350000,180,350000,0,5386.52002,35.99893083,91.99863398,35.99893083,50.0,50.0
SHB-0HU0-847966,0,Self Contruction,3,Rented,Home_Loan,Female,Self_Employed,N,Married,Business,GRADUATE+,Reference,0,0,0,41,9,22,25192,73286,48094,1538462,0,1000000,180,200000,0,15390.04004,20.99997276,31.99991691,20.99997276,64.9999805,83.0
SHB-469D-729303,1,Self Contruction,3,Rented,Home_Loan,Female,Self_Employed,N,Married,Business,U10,Reference,1,0,0,37,2,18,18037,55615,37578,1600000,0,800000,120,800000,0,13903.80957,25.00010711,36.9998658,25.00010711,50.0,50.0
DEL-Q98E-878509,1,Self Contruction,1,Rented,Home_Loan,Male,Salaried,N,Married,Govt,U10,Reference,1,1,0,34,5,28,30509,55757,25249,1490909,14168,820000,144,680000,0,13381.76953,24.00016057,52.99920603,49.41042296,55.00000335,55.0
NAG-P738-536925,1,Self Contruction,2,Rented,Home_Loan,Female,Salaried,Y,Married,Corporate,UNDERGRADUATE,Reference,0,0,1,57,7,7,10904,28576,17672,2222222,0,800000,132,1300000,8028,13430.66016,46.99979058,75.99966136,46.99979058,36.0000036,38.0
SHB-58Y6-936427,0,Self Contruction,3,Non_Rented,Home_Loan,Female,Self_Employed,N,Married,Business,UNDERGRADUATE,Reference,1,0,0,38,4,15,8936,39716,30780,1000000,0,800000,180,200000,0,12312.030270000001,31.00017694,40.00009835,31.00017694,80.0,80.0
FBD-B576-541989,1,Self Contruction,2,Non_Rented,Home_Loan,Female,Self_Employed,N,Married,Business,U10,Reference,0,0,0,30,1,5,10739,33912,23173,1600000,0,800000,120,200000,0,13903.80957,40.99967436,60.00004129999999,40.99967436,50.0,80.0
AJM-9SP2-614810,1,Self Contruction,3,Non_Rented,Home_Loan,Female,Self_Employed,Y,Married,Business,U10,Reference,0,0,0,31,30,15,10537,37537,27000,1960784,0,1000000,180,151000,0,15390.04004,40.99965378,57.00014829,40.99965378,51.00000816,87.0
SRT-X59J-822009,1,Self Contruction,2,Non_Rented,Home_Loan,Female,Self_Employed,N,Married,Business,UNDERGRADUATE,Reference,0,0,0,40,2,17,20154,60461,40307,1195652,0,550000,180,200000,0,8464.519531,13.99996615,21.00012288,13.99996615,46.00000669,73.0
DEL-CS56-617411,1,Self Contruction,1,Rented,Home_Loan,Female,Self_Employed,N,Married,Business,U10,Reference,0,1,0,40,5,18,25416,45600,20184,1000000,7077,800000,180,200000,0,12312.030270000001,27.00006639,60.99896093,42.51980323,80.0,80.0
GUJ-L030-909135,1,Self Contruction,1,Rented,Home_Loan,Female,Salaried,Y,Married,Corporate,U10,Reference,0,0,0,50,3,3,10891,21546,10655,1000000,0,630000,180,370000,0,9695.730469,45.00014141,90.99700111,45.00014141,63.0,63.0
GUJ-UIM7-802760,1,Self Contruction,1,Non_Rented,Home_Loan,Female,Self_Employed,N,Married,Business,U10,Reference,0,0,0,47,10,20,17182,40500,23318,4761905,0,1000000,180,1700000,0,15390.04004,38.00009886,66.00068633,38.00009886,20.99999895,37.0
SHB-J7YK-680019,1,Self Contruction,3,Non_Rented,Home_Loan,Female,Self_Employed,N,Married,Business,U10,Reference,0,0,1,51,2,20,14480,64125,49645,1492537,0,1000000,180,500000,800000,15390.04004,24.00006244,31.00018137,24.00006244,67.00001407,67.0
RAJ-VE15-793983,1,Self Contruction,2,Non_Rented,Home_Loan,Female,Self_Employed,N,Married,Business,U10,Reference,1,0,0,41,2,20,6078,12312,6234,941176,0,320000,180,175000,0,4924.810059,40.0000817,78.99919889,40.0000817,34.000017,65.0
SHB-8GA8-875659,1,Self Contruction,3,Rented,Home_Loan,Female,Salaried,Y,Married,Ind/SmallBus,U10,Reference,0,0,0,44,3,4,12750,28856,16106,2368421,0,450000,180,300000,0,6925.52002,24.00027731,42.99962759,24.00027731,19.00000042,60.0
SHB-P6Z7-701644,1,Self Contruction,3,Rented,Home_Loan,Female,Salaried,Y,Unmarried,Corporate,GRADUATE+,Reference,0,0,1,24,1,1,9680,27179,17499,918750,0,735000,120,295000,150000,12774.12988,46.99999957,72.99919928,46.99999957,80.0,71.0
GUJ-G74O-492679,1,Self Contruction,1,Rented,Home_Loan,Female,Salaried,N,Married,Corporate,U10,Reference,0,0,0,57,5,1,8761,27204,18444,845070,0,600000,108,250000,0,10881.70996,40.00040421,58.99864433,40.00040421,71.0000355,71.0
DEL-7L2I-511635,0,Self Contruction,1,Rented,Home_Loan,Female,Self_Employed,N,Unmarried,Business,GRADUATE+,Reference,1,0,0,31,10,5,13844,66913,53069,1408451,0,1000000,180,400000,0,15390.04004,23.00007478,29.0000566,23.00007478,70.99998509,71.0
GUJ-VU15-550292,1,Self Contruction,1,Rented,Home_Loan,Female,Salaried,N,Married,Ind/SmallBus,U10,Reference,0,0,1,35,3,20,8060,18423,10363,896552,0,520000,156,380000,1486,8290.339844,44.99994487,79.99941951,44.99994487,57.99998215,58.0
SRT-2090-581420,1,Self Contruction,2,Rented,Home_Loan,Female,Self_Employed,N,Married,Business,U10,Reference,0,0,0,33,9,8,10614,17886,7272,589041,0,430000,180,156300,0,6617.720215,36.9994421,91.00275323,36.9994421,73.00001188,73.0
DEL-9804-812865,0,Self Contruction,1,Non_Rented,Home_Loan,Female,Self_Employed,N,Married,Business,UNDERGRADUATE,Reference,0,0,0,35,26,12,11900,45000,33100,2000000,0,800000,180,1200000,0,12312.030270000001,27.36006727,37.19646608,27.36006727,40.0,40.0
SRT-B6K6-904279,1,Self Contruction,2,Rented,Home_Loan,Female,Salaried,N,Married,Ind/SmallBus,U10,Reference,0,0,0,37,1,2,8825,12908,4083,742857,0,260000,180,195000,0,4001.4099119999996,30.99945702,98.00171227,30.99945702,35.00000673,57.0
MDG-92MG-783333,1,Self Contruction,3,Rented,Home_Loan,Female,Salaried,Y,Married,Govt,U10,Own database field visit,0,0,0,56,1,27,9683,24853,15170,1468750,0,470000,60,630000,0,11680.70996,46.99919511,76.99874727,46.99919511,32.0,43.0
NAG-R092-704332,1,Self Contruction,2,Rented,Home_Loan,Female,Self_Employed,N,Married,Business,U10,Reference,0,0,1,37,1,20,12462,46012,33550,1818182,0,1000000,180,750000,36260,16104.20996,35.00002165,48.00062582,35.00002165,54.99999449999999,57.0
SHB-0270-673025,1,Self Contruction,3,Rented,Home_Loan,Female,Salaried,N,Married,Corporate,GRADUATE+,Reference,0,0,1,43,10,5,12377,35177,22800,1081081,0,800000,180,200000,700000,12312.030270000001,35.0002282,54.00013278,35.0002282,74.00000555,80.0
DEL-Q72H-710267,0,Self Contruction,1,Non_Rented,Home_Loan,Female,Salaried,Y,Married,Ind/SmallBus,UNDERGRADUATE,Reference,1,0,0,44,20,10,5784,17100,11316,1000000,0,500000,180,500000,0,7695.02002,45.00011707,68.00123736,45.00011707,50.0,50.0
DEL-61XY-715409,1,Self Contruction,1,Non_Rented,Home_Loan,Female,Salaried,N,Married,Corporate,GRADUATE+,Reference,0,0,0,33,15,4,34628,92340,57713,1764706,0,900000,180,300000,0,13851.04004,15.00004336,23.99986145,15.00004336,50.9999966,75.0
SRT-8125-714955,1,Self Contruction,2,Rented,Home_Loan,Female,Self_Employed,N,Married,Business,U10,Reference,0,0,0,36,2,10,9923,15843,5919,583333,0,350000,180,235000,0,5386.52002,33.99936893,91.00388612,33.99936893,60.00003429,60.0
